_init,"[('0x8066ea4', '0x80670ae', 'OPENSSL_cpuid_setup', 'local_function', 'function'), ('0x804c050', '0x804c054', '__x86.get_pc_thunk.bx', 'local_function', 'function'), ('0x804a820', '0x804a848', '_init', 'local_function', 'function'), ('0x804b530', '0x804b536', '__gmon_start__', 'local_function', 'function')]"
ec_GFp_mont_group_clear_finish,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8121603', '0x8121645', 'ec_GFp_simple_group_clear_finish', 'local_function', 'function')]"
ec_GFp_mont_group_copy,"[('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('0x8121645', '0x81216d7', 'ec_GFp_simple_group_copy', 'local_function', 'function'), ('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811d620', '0x811d71a', 'ec_GFp_mont_group_copy', 'local_function', 'function'), ('UNKNOWN', -1)]"
ec_GFp_mont_group_set_curve,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x81216d7', '0x8121943', 'ec_GFp_simple_group_set_curve', 'local_function', 'function'), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811d71a', '0x811d903', 'ec_GFp_mont_group_set_curve', 'local_function', 'function')]"
ec_GFp_mont_field_mul,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811d903', '0x811d997', 'ec_GFp_mont_field_mul', 'local_function', 'function'), ('0x811d903', '0x811d997', 'ec_GFp_mont_field_mul', 'local_function', 'function')]"
ec_GFp_mont_field_sqr,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811d997', '0x811da2b', 'ec_GFp_mont_field_sqr', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811d997', '0x811da2b', 'ec_GFp_mont_field_sqr', 'local_function', 'function')]"
ec_GFp_mont_field_inv,"[('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('0x811da2b', '0x811dbaa', 'ec_GFp_mont_field_inv', 'local_function', 'function'), ('UNKNOWN', -1)]"
ec_GFp_mont_field_encode,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811dbaa', '0x811dc37', 'ec_GFp_mont_field_encode', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811dbaa', '0x811dc37', 'ec_GFp_mont_field_encode', 'local_function', 'function')]"
ec_GFp_mont_field_decode,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811dc37', '0x811dcc4', 'ec_GFp_mont_field_decode', 'local_function', 'function'), ('0x811dc37', '0x811dcc4', 'ec_GFp_mont_field_decode', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
ec_GFp_mont_field_set_to_one,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811dcc4', '0x811dd53', 'ec_GFp_mont_field_set_to_one', 'local_function', 'function'), ('0x811dcc4', '0x811dd53', 'ec_GFp_mont_field_set_to_one', 'local_function', 'function'), ('0x811dcc4', '0x811dd53', 'ec_GFp_mont_field_set_to_one', 'local_function', 'function')]"
CRYPTO_UP_REF_13,[]
CRYPTO_DOWN_REF_12,[]
_booth_recode_w5,[]
_booth_recode_w7,[]
copy_conditional,[]
is_zero,[]
is_equal,"[('0x811df61', '0x811df78', 'is_zero', 'local_function', 'function')]"
is_one,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811e02d', '0x811e0fa', 'is_one', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
ecp_nistz256_mod_inverse,"[('UNKNOWN', -1), ('0x8201450', '0x8201477', 'ecp_nistz256_mul_mont', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x8201480', '0x82014a5', 'ecp_nistz256_sqr_mont', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function'), ('0x811e0fa', '0x811e521', 'ecp_nistz256_mod_inverse', 'local_function', 'function')]"
ecp_nistz256_bignum_to_field_elem,"[('UNKNOWN', -1), ('UNKNOWN', -1)]"
ecp_nistz256_windowed_mul,"[('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x82020c0', '0x82021e0', 'ecp_nistz256_gather_w5', 'local_function', 'function'), ('0x8202540', '0x820273d', 'ecp_nistz256_point_double', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e521', '0x811e553', 'ecp_nistz256_bignum_to_field_elem', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811de42', '0x811df61', 'copy_conditional', 'local_function', 'function'), ('0x8202740', '0x8202ed9', 'ecp_nistz256_point_add', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8202080', '0x82020c0', 'ecp_nistz256_scatter_w5', 'local_function', 'function'), ('UNKNOWN', -1), ('0x82013a0', '0x82013df', 'ecp_nistz256_neg', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811dd9c', '0x811ddef', '_booth_recode_w5', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811e553', '0x811f0ab', 'ecp_nistz256_windowed_mul', 'local_function', 'function')]"
ecp_nistz256_is_affine_G,"[('0x811f0ab', '0x811f14f', 'ecp_nistz256_is_affine_G', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f0ab', '0x811f14f', 'ecp_nistz256_is_affine_G', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811df78', '0x811e02d', 'is_equal', 'local_function', 'function')]"
ecp_nistz256_mult_precompute,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x82021e0', '0x820221f', 'ecp_nistz256_scatter_w7', 'local_function', 'function'), ('0x811f14f', '0x811f5cc', 'ecp_nistz256_mult_precompute', 'local_function', 'function'), ('0x8120323', '0x812045b', 'ecp_nistz256_pre_comp_new', 'local_function', 'function'), ('UNKNOWN', -1)]"
ecp_nistz256_set_from_affine,"[('0x811f5cc', '0x811f670', 'ecp_nistz256_set_from_affine', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
ecp_nistz256_points_mul,"[('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x81db9ef', '0x81dc004', 'sub_81db9ef', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x8202ef0', '0x8203508', 'ecp_nistz256_point_add_affine', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x8202220', '0x8202537', 'ecp_nistz256_gather_w7', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811ddef', '0x811de42', '_booth_recode_w7', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('UNKNOWN', -1), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function'), ('0x811f670', '0x81200ed', 'ecp_nistz256_points_mul', 'local_function', 'function')]"
ecp_nistz256_get_affine,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8201420', '0x8201449', 'ecp_nistz256_from_mont', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('0x81200ed', '0x8120323', 'ecp_nistz256_get_affine', 'local_function', 'function'), ('UNKNOWN', -1)]"
ecp_nistz256_pre_comp_new,"[('0x8120323', '0x812045b', 'ecp_nistz256_pre_comp_new', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120323', '0x812045b', 'ecp_nistz256_pre_comp_new', 'local_function', 'function'), ('0x8120323', '0x812045b', 'ecp_nistz256_pre_comp_new', 'local_function', 'function'), ('0x8120323', '0x812045b', 'ecp_nistz256_pre_comp_new', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1)]"
EC_nistz256_pre_comp_dup,"[('0x812045b', '0x812048b', 'EC_nistz256_pre_comp_dup', 'local_function', 'function'), ('0x811dd53', '0x811dd73', 'CRYPTO_UP_REF', 'local_function', 'function')]"
EC_nistz256_pre_comp_free,"[('0x812048b', '0x812051e', 'EC_nistz256_pre_comp_free', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x811dd73', '0x811dd9c', 'CRYPTO_DOWN_REF', 'local_function', 'function'), ('0x812048b', '0x812051e', 'EC_nistz256_pre_comp_free', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812048b', '0x812051e', 'EC_nistz256_pre_comp_free', 'local_function', 'function')]"
ecp_nistz256_window_have_precompute_mult,"[('UNKNOWN', -1), ('UNKNOWN', -1), ('0x812051e', '0x8120581', 'ecp_nistz256_window_have_precompute_mult', 'local_function', 'function'), ('0x812051e', '0x8120581', 'ecp_nistz256_window_have_precompute_mult', 'local_function', 'function'), ('0x812051e', '0x8120581', 'ecp_nistz256_window_have_precompute_mult', 'local_function', 'function'), ('UNKNOWN', -1)]"
EC_GFp_nistz256_method,"[('UNKNOWN', -1)]"
ec_GFp_simple_set_compressed_coordinates,"[('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x81b6053', '0x81b6386', 'BN_kronecker', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x81b7760', '0x81b8294', 'BN_mod_sqrt', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function'), ('0x8120597', '0x8120bdb', 'ec_GFp_simple_set_compressed_coordinates', 'local_function', 'function')]"
ec_GFp_simple_point2oct,"[('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('0x8120bdb', '0x812107f', 'ec_GFp_simple_point2oct', 'local_function', 'function'), ('UNKNOWN', -1)]"
ec_GFp_simple_oct2point,"[('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('0x812107f', '0x8121514', 'ec_GFp_simple_oct2point', 'local_function', 'function'), ('UNKNOWN', -1)]"
EC_GFp_simple_method,"[('UNKNOWN', -1)]"
ec_GFp_simple_group_init,"[('UNKNOWN', -1), ('0x812152a', '0x81215c1', 'ec_GFp_simple_group_init', 'local_function', 'function'), ('UNKNOWN', -1), ('UNKNOWN', -1), ('0x812152a', '0x81215c1', 'ec_GFp_simple_group_init', 'local_function', 'function'), ('0x812152a', '0x81215c1', 'ec_GFp_simple_group_init', 'local_function', 'function')]"
ec_GFp_simple_group_finish,"[('UNKNOWN', -1), ('UNKNOWN', -1)]"
